Round,Indicator,Group,Subgroup,Sample Size,Response,Percent,Standard Error,Suppression,Significant
1,Reduced access to dental care,Sex,Female,,Due to pandemic,27.7,1,,
1,Reduced access to dental care,Education,High school graduate or less,1285,Total,,,,
1,Reduced access to dental care,Education,High school graduate or less,,For any reason,23.5,1.5,,
1,Reduced access to dental care,Education,High school graduate or less,,Due to pandemic,20,1.3,,
1,Reduced access to dental care,Education,Some college,2532,Total,,,,
1,Reduced access to dental care,Education,Some college,,For any reason,27,1.1,,
1,Reduced access to dental care,Education,Some college,,Due to pandemic,23.7,1.2,,
1,Reduced access to dental care,Education,Bachelor's degree or above,2932,Total,,,,
1,Reduced access to dental care,Education,Bachelor's degree or above,,For any reason,34.9,1.1,,
1,Reduced access to dental care,Education,Bachelor's degree or above,,Due to pandemic,32.6,1.1,,
1,Reduced access to dental care,Urbanization,Metropolitan,6023,Total,,,,
1,Reduced access to dental care,Urbanization,Metropolitan,,For any reason,28.6,0.9,,
1,Reduced access to dental care,Urbanization,Metropolitan,,Due to pandemic,25.5,0.8,,
1,Reduced access to dental care,Urbanization,Non-Metropolitan,726,Total,,,,
1,Reduced access to dental care,Urbanization,Non-Metropolitan,,For any reason,26.8,4.4,,
1,Reduced access to dental care,Urbanization,Non-Metropolitan,,Due to pandemic,23.9,4.2,,
1,Reduced access to dental care,Chronic conditions,One or more chronic conditions,4054,Total,,,,
1,Reduced access to dental care,Chronic conditions,One or more chronic conditions,,For any reason,29.8,1,,
1,Reduced access to dental care,Chronic conditions,One or more chronic conditions,,Due to pandemic,26.3,1,,
1,Reduced access to dental care,Chronic conditions,Diagnosed diabetes,765,Total,,,,
1,Reduced access to dental care,Chronic conditions,Diagnosed diabetes,,For any reason,27.6,2.2,,
1,Reduced access to dental care,Chronic conditions,Diagnosed diabetes,,Due to pandemic,23,1.9,,
1,Reduced access to dental care,Chronic conditions,Diagnosed hypertension,2410,Total,,,,
1,Reduced access to dental care,Chronic conditions,Diagnosed hypertension,,For any reason,30,1.4,,
1,Reduced access to dental care,Chronic conditions,Diagnosed hypertension,,Due to pandemic,25.7,1.3,,
1,Reduced access to dental care,Chronic conditions,Current asthma,694,Total,,,,
1,Reduced access to dental care,Chronic conditions,Current asthma,,For any reason,31.2,2.4,,
1,Reduced access to dental care,Chronic conditions,Current asthma,,Due to pandemic,26.7,2.1,,
2,Reduced access to dental care,Total,Total,5936,Total,,,,
2,Reduced access to dental care,Total,Total,,For any reason,22.6,0.7,,1
2,Reduced access to dental care,Total,Total,,Due to pandemic,18.1,0.6,,1
2,Reduced access to dental care,Age group,18-44 years,2202,Total,,,,
2,Reduced access to dental care,Age group,18-44 years,,For any reason,24.4,1.2,,1
2,Reduced access to dental care,Age group,18-44 years,,Due to pandemic,19.1,1.1,,1
2,Reduced access to dental care,Age group,45-64 years,2064,Total,,,,
2,Reduced access to dental care,Age group,45-64 years,,For any reason,22.2,1.1,,1
2,Reduced access to dental care,Age group,45-64 years,,Due to pandemic,18,1,,1
2,Reduced access to dental care,Age group,65 years and over,1670,Total,,,,
2,Reduced access to dental care,Age group,65 years and over,,For any reason,19.3,1.4,,1
2,Reduced access to dental care,Age group,65 years and over,,Due to pandemic,15.8,1.2,,1
2,Reduced access to dental care,Race/Hispanic origin,White non-Hispanic,4054,Total,,,,
2,Reduced access to dental care,Race/Hispanic origin,White non-Hispanic,,For any reason,21.5,0.9,,1
2,Reduced access to dental care,Race/Hispanic origin,White non-Hispanic,,Due to pandemic,17.9,0.8,,1
2,Reduced access to dental care,Race/Hispanic origin,Black non-Hispanic,682,Total,,,,
2,Reduced access to dental care,Race/Hispanic origin,Black non-Hispanic,,For any reason,21.7,2.1,,0
2,Reduced access to dental care,Race/Hispanic origin,Black non-Hispanic,,Due to pandemic,15.3,2.2,,0
2,Reduced access to dental care,Race/Hispanic origin,Other non-Hispanic,457,Total,,,,
2,Reduced access to dental care,Race/Hispanic origin,Other non-Hispanic,,For any reason,30.1,3.7,,0
2,Reduced access to dental care,Race/Hispanic origin,Other non-Hispanic,,Due to pandemic,24.2,3.4,,0
2,Reduced access to dental care,Race/Hispanic origin,Hispanic,743,Total,,,,
2,Reduced access to dental care,Race/Hispanic origin,Hispanic,,For any reason,24.5,1.8,,0
2,Reduced access to dental care,Race/Hispanic origin,Hispanic,,Due to pandemic,17.9,1.7,,0
2,Reduced access to dental care,Sex,Male,2575,Total,,,,
2,Reduced access to dental care,Sex,Male,,For any reason,21.6,1,,1
2,Reduced access to dental care,Sex,Male,,Due to pandemic,16.5,1,,1
2,Reduced access to dental care,Sex,Female,3361,Total,,,,
2,Reduced access to dental care,Sex,Female,,For any reason,23.6,1.1,,1
2,Reduced access to dental care,Sex,Female,,Due to pandemic,19.6,0.9,,1
2,Reduced access to dental care,Education,High school graduate or less,1093,Total,,,,
2,Reduced access to dental care,Education,High school graduate or less,,For any reason,20.7,1.4,,0
2,Reduced access to dental care,Education,High school graduate or less,,Due to pandemic,14.7,1.4,,1
2,Reduced access to dental care,Education,Some college,2212,Total,,,,
2,Reduced access to dental care,Education,Some college,,For any reason,22.9,1.1,,1
2,Reduced access to dental care,Education,Some college,,Due to pandemic,18.3,1,,1
2,Reduced access to dental care,Education,Bachelor's degree or above,2631,Total,,,,
2,Reduced access to dental care,Education,Bachelor's degree or above,,For any reason,24.5,0.9,,1
2,Reduced access to dental care,Education,Bachelor's degree or above,,Due to pandemic,21.4,0.8,,1
2,Reduced access to dental care,Urbanization,Metropolitan,5282,Total,,,,
2,Reduced access to dental care,Urbanization,Metropolitan,,For any reason,23.1,0.8,,1
2,Reduced access to dental care,Urbanization,Metropolitan,,Due to pandemic,18.5,0.7,,1
2,Reduced access to dental care,Urbanization,Non-Metropolitan,654,Total,,,,
2,Reduced access to dental care,Urbanization,Non-Metropolitan,,For any reason,19.1,1.9,,0
2,Reduced access to dental care,Urbanization,Non-Metropolitan,,Due to pandemic,14.7,1.6,,1
2,Reduced access to dental care,Chronic conditions,One or more chronic conditions,3623,Total,,,,
2,Reduced access to dental care,Chronic conditions,One or more chronic conditions,,For any reason,23.2,0.8,,1
2,Reduced access to dental care,Chronic conditions,One or more chronic conditions,,Due to pandemic,18.8,0.8,,1
2,Reduced access to dental care,Chronic conditions,Diagnosed diabetes,685,Total,,,,
2,Reduced access to dental care,Chronic conditions,Diagnosed diabetes,,For any reason,23.9,2,,0
2,Reduced access to dental care,Chronic conditions,Diagnosed diabetes,,Due to pandemic,17.8,1.9,,1
2,Reduced access to dental care,Chronic conditions,Diagnosed hypertension,2174,Total,,,,
2,Reduced access to dental care,Chronic conditions,Diagnosed hypertension,,For any reason,22.3,1.1,,1
2,Reduced access to dental care,Chronic conditions,Diagnosed hypertension,,Due to pandemic,17.4,1,,1
2,Reduced access to dental care,Chronic conditions,Current asthma,614,Total,,,,
2,Reduced access to dental care,Chronic conditions,Current asthma,,For any reason,27,2.8,,0
2,Reduced access to dental care,Chronic conditions,Current asthma,,Due to pandemic,21.8,2.6,,0
1,Reduced access to vision care,Total,Total,6720,Total,,,,
1,Reduced access to vision care,Total,Total,,For any reason,15.6,0.6,,
1,Reduced access to vision care,Total,Total,,Due to pandemic,12.8,0.6,,
1,Reduced access to vision care,Age group,18-44 years,2595,Total,,,,
1,Reduced access to vision care,Age group,18-44 years,,For any reason,13.6,1,,
1,Reduced access to vision care,Age group,18-44 years,,Due to pandemic,10.9,0.9,,
1,Reduced access to vision care,Age group,45-64 years,2347,Total,,,,
1,Reduced access to vision care,Age group,45-64 years,,For any reason,18.6,0.7,,
1,Reduced access to vision care,Age group,45-64 years,,Due to pandemic,15.4,0.7,,
1,Reduced access to vision care,Age group,65 years and over,1778,Total,,,,
1,Reduced access to vision care,Age group,65 years and over,,For any reason,15.4,1.3,,
1,Reduced access to vision care,Age group,65 years and over,,Due to pandemic,13,1.4,,
1,Reduced access to vision care,Race/Hispanic origin,White non-Hispanic,4460,Total,,,,
1,Reduced access to vision care,Race/Hispanic origin,White non-Hispanic,,For any reason,15.8,0.8,,
1,Reduced access to vision care,Race/Hispanic origin,White non-Hispanic,,Due to pandemic,13.7,0.7,,
1,Reduced access to vision care,Race/Hispanic origin,Black non-Hispanic,804,Total,,,,
1,Reduced access to vision care,Race/Hispanic origin,Black non-Hispanic,,For any reason,16.1,1.5,,
1,Reduced access to vision care,Race/Hispanic origin,Black non-Hispanic,,Due to pandemic,10.5,1.2,,
1,Reduced access to vision care,Race/Hispanic origin,Other non-Hispanic,524,Total,,,,
1,Reduced access to vision care,Race/Hispanic origin,Other non-Hispanic,,For any reason,14.1,1.5,,
1,Reduced access to vision care,Race/Hispanic origin,Other non-Hispanic,,Due to pandemic,11.1,1.5,,
1,Reduced access to vision care,Race/Hispanic origin,Hispanic,932,Total,,,,
1,Reduced access to vision care,Race/Hispanic origin,Hispanic,,For any reason,15.6,1.3,,
1,Reduced access to vision care,Race/Hispanic origin,Hispanic,,Due to pandemic,11.8,1.2,,
1,Reduced access to vision care,Sex,Male,2930,Total,,,,
1,Reduced access to vision care,Sex,Male,,For any reason,13.7,0.7,,
1,Reduced access to vision care,Sex,Male,,Due to pandemic,11,0.6,,
1,Reduced access to vision care,Sex,Female,3790,Total,,,,
1,Reduced access to vision care,Sex,Female,,For any reason,17.5,0.8,,
1,Reduced access to vision care,Sex,Female,,Due to pandemic,14.5,0.7,,
1,Reduced access to vision care,Education,High school graduate or less,1280,Total,,,,
1,Reduced access to vision care,Education,High school graduate or less,,For any reason,14.1,1,,
1,Reduced access to vision care,Education,High school graduate or less,,Due to pandemic,11,0.9,,
1,Reduced access to vision care,Education,Some college,2521,Total,,,,
1,Reduced access to vision care,Education,Some college,,For any reason,16.3,1,,
1,Reduced access to vision care,Education,Some college,,Due to pandemic,12.8,0.8,,
1,Reduced access to vision care,Education,Bachelor's degree or above,2919,Total,,,,
1,Reduced access to vision care,Education,Bachelor's degree or above,,For any reason,16.7,0.9,,
1,Reduced access to vision care,Education,Bachelor's degree or above,,Due to pandemic,14.7,0.9,,
1,Reduced access to vision care,Urbanization,Metropolitan,5991,Total,,,,
1,Reduced access to vision care,Urbanization,Metropolitan,,For any reason,15.3,0.5,,
1,Reduced access to vision care,Urbanization,Metropolitan,,Due to pandemic,12.7,0.5,,
1,Reduced access to vision care,Urbanization,Non-Metropolitan,729,Total,,,,
1,Reduced access to vision care,Urbanization,Non-Metropolitan,,For any reason,18.1,2.6,,
1,Reduced access to vision care,Urbanization,Non-Metropolitan,,Due to pandemic,13.7,2.5,,
1,Reduced access to vision care,Chronic conditions,One or more chronic conditions,4033,Total,,,,
1,Reduced access to vision care,Chronic conditions,One or more chronic conditions,,For any reason,18.3,0.9,,
1,Reduced access to vision care,Chronic conditions,One or more chronic conditions,,Due to pandemic,14.6,0.9,,
1,Reduced access to vision care,Chronic conditions,Diagnosed diabetes,758,Total,,,,
1,Reduced access to vision care,Chronic conditions,Diagnosed diabetes,,For any reason,22.6,2.3,,
1,Reduced access to vision care,Chronic conditions,Diagnosed diabetes,,Due to pandemic,16.4,2.1,,
1,Reduced access to vision care,Chronic conditions,Diagnosed hypertension,2388,Total,,,,
1,Reduced access to vision care,Chronic conditions,Diagnosed hypertension,,For any reason,19.2,1.2,,
1,Reduced access to vision care,Chronic conditions,Diagnosed hypertension,,Due to pandemic,15.2,1.2,,
1,Reduced access to vision care,Chronic conditions,Current asthma,690,Total,,,,
1,Reduced access to vision care,Chronic conditions,Current asthma,,For any reason,22.2,2.3,,
1,Reduced access to vision care,Chronic conditions,Current asthma,,Due to pandemic,15.8,2.1,,
2,Reduced access to vision care,Total,Total,5926,Total,,,,
2,Reduced access to vision care,Total,Total,,For any reason,12.5,0.6,,1
2,Reduced access to vision care,Total,Total,,Due to pandemic,8.9,0.4,,1
2,Reduced access to vision care,Age group,18-44 years,2199,Total,,,,
2,Reduced access to vision care,Age group,18-44 years,,For any reason,11.9,0.9,,0
2,Reduced access to vision care,Age group,18-44 years,,Due to pandemic,8.1,0.6,,1
2,Reduced access to vision care,Age group,45-64 years,2062,Total,,,,
2,Reduced access to vision care,Age group,45-64 years,,For any reason,14.1,1.2,,1
2,Reduced access to vision care,Age group,45-64 years,,Due to pandemic,10.4,0.9,,1
2,Reduced access to vision care,Age group,65 years and over,1665,Total,,,,
2,Reduced access to vision care,Age group,65 years and over,,For any reason,11.3,0.9,,1
2,Reduced access to vision care,Age group,65 years and over,,Due to pandemic,8.3,0.7,,1
2,Reduced access to vision care,Race/Hispanic origin,White non-Hispanic,4041,Total,,,,
2,Reduced access to vision care,Race/Hispanic origin,White non-Hispanic,,For any reason,11.1,0.6,,1
2,Reduced access to vision care,Race/Hispanic origin,White non-Hispanic,,Due to pandemic,8.3,0.5,,1
2,Reduced access to vision care,Race/Hispanic origin,Black non-Hispanic,680,Total,,,,
2,Reduced access to vision care,Race/Hispanic origin,Black non-Hispanic,,For any reason,15.1,2.1,,0
2,Reduced access to vision care,Race/Hispanic origin,Black non-Hispanic,,Due to pandemic,9.4,1.6,,0
2,Reduced access to vision care,Race/Hispanic origin,Other non-Hispanic,459,Total,,,,
2,Reduced access to vision care,Race/Hispanic origin,Other non-Hispanic,,For any reason,14.3,2.3,,0
2,Reduced access to vision care,Race/Hispanic origin,Other non-Hispanic,,Due to pandemic,11,2.1,,0
2,Reduced access to vision care,Race/Hispanic origin,Hispanic,746,Total,,,,
2,Reduced access to vision care,Race/Hispanic origin,Hispanic,,For any reason,15.3,1.6,,0
2,Reduced access to vision care,Race/Hispanic origin,Hispanic,,Due to pandemic,9.8,1.2,,0
2,Reduced access to vision care,Sex,Male,2565,Total,,,,
2,Reduced access to vision care,Sex,Male,,For any reason,12.6,0.8,,0
2,Reduced access to vision care,Sex,Male,,Due to pandemic,8.9,0.5,,1
2,Reduced access to vision care,Sex,Female,3361,Total,,,,
2,Reduced access to vision care,Sex,Female,,For any reason,12.4,0.8,,1
2,Reduced access to vision care,Sex,Female,,Due to pandemic,8.9,0.7,,1
2,Reduced access to vision care,Education,High school graduate or less,1092,Total,,,,
2,Reduced access to vision care,Education,High school graduate or less,,For any reason,11.1,1.4,,1
2,Reduced access to vision care,Education,High school graduate or less,,Due to pandemic,6.1,0.7,,1
2,Reduced access to vision care,Education,Some college,2213,Total,,,,
2,Reduced access to vision care,Education,Some college,,For any reason,14.7,1.2,,0
2,Reduced access to vision care,Education,Some college,,Due to pandemic,10.8,1.1,,0
2,Reduced access to vision care,Education,Bachelor's degree or above,2621,Total,,,,
2,Reduced access to vision care,Education,Bachelor's degree or above,,For any reason,12,0.8,,1
2,Reduced access to vision care,Education,Bachelor's degree or above,,Due to pandemic,10.2,0.7,,1
2,Reduced access to vision care,Urbanization,Metropolitan,5275,Total,,,,
2,Reduced access to vision care,Urbanization,Metropolitan,,For any reason,12.4,0.7,,1
2,Reduced access to vision care,Urbanization,Metropolitan,,Due to pandemic,8.9,0.5,,1
2,Reduced access to vision care,Urbanization,Non-Metropolitan,651,Total,,,,
2,Reduced access to vision care,Urbanization,Non-Metropolitan,,For any reason,13.2,1.5,,0
2,Reduced access to vision care,Urbanization,Non-Metropolitan,,Due to pandemic,8.8,1.3,,0
2,Reduced access to vision care,Chronic conditions,One or more chronic conditions,3615,Total,,,,
2,Reduced access to vision care,Chronic conditions,One or more chronic conditions,,For any reason,15.1,0.9,,1
2,Reduced access to vision care,Chronic conditions,One or more chronic conditions,,Due to pandemic,11,0.7,,1
2,Reduced access to vision care,Chronic conditions,Diagnosed diabetes,685,Total,,,,
2,Reduced access to vision care,Chronic conditions,Diagnosed diabetes,,For any reason,21.3,1.9,,0
2,Reduced access to vision care,Chronic conditions,Diagnosed diabetes,,Due to pandemic,13.2,1.8,,0
2,Reduced access to vision care,Chronic conditions,Diagnosed hypertension,2167,Total,,,,
2,Reduced access to vision care,Chronic conditions,Diagnosed hypertension,,For any reason,15.4,1.1,,1
2,Reduced access to vision care,Chronic conditions,Diagnosed hypertension,,Due to pandemic,10.8,0.9,,1
2,Reduced access to vision care,Chronic conditions,Current asthma,617,Total,,,,
2,Reduced access to vision care,Chronic conditions,Current asthma,,For any reason,19.6,2.6,,0
2,Reduced access to vision care,Chronic conditions,Current asthma,,Due to pandemic,13.4,2,,0
